label,full_text,username,clean_text,stemmed_text
positif,Kerennnn suaranya bagus,,kerennnn suaranya bagus,kerennnn suara bagus
positif,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",,cantik polos apa adanya tapi keliatan berbakat semoga kalau udah tenar gek jadi selebgram kalian ga kaya si mba novilda ya dek yg kehilangan arah tetaplah beginijangan cepat tumbuh dewasa dan terus asahlah bakat kalian allah bless you both,cantik polos apa ada tapi liat bakat moga kalau udah tenar gek jadi selebgram kalian ga kaya si mba novilda ya dek yg hilang arah tetap beginijangan cepat tumbuh dewasa dan terus asah bakat kalian allah bless you both
positif,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",,bagus iniii ga kaya yg pingin terkenal rambut di alusin dlu muka di makeup dl biar dikamera keren hahaha kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ,bagus iniii ga kaya yg pingin kenal rambut di alusin dlu muka di makeup dl biar kamera keren hahaha kl mereka bnr bnr liat lg lelah abis pulang sekolah
positif,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,,di ulang berkali kali sampet gak percaya klo ini suara aslinya bagus bgt ,di ulang kali kali sampet gak percaya klo ini suara asli bagus bgt
positif,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,,alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,alhamdulillah masih ada kidz zaman niw yg karya wajar umur bukan yg sok gede
positif,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,,aduhh kerennnn suaranya enak nge jazz gimanaa gtu muka mah belakangan aja ntr klo udh tenar juga muka mengikuti hahahahahaha skill dlu nomer ini batu abege jaman now ,aduhh kerennnn suara enak nge jazz gimanaa gtu muka mah belakang aja ntr klo udh tenar juga muka ikut hahahahahaha skill dlu nomer ini batu abege jaman now
positif,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,,kereeen nihenak bgt didengernyagak bosen puter ulangdaripada yg lipsing gajelas joget gtu,kereeen nihenak bgt didengernyagak bosen puter ulangdaripada yg lipsing gajelas joget gtu
positif,waduuhhh...Kereeen bangeeet dedek2 emeesh,,waduuhhhkereeen bangeeet dedek emeesh,waduuhhhkereeen bangeeet dedek emeesh
positif,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,,klo aku sih yes bingitscoba ya seandaix anak buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesumatau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,klo aku sih yes bingitscoba ya seandaix anak buat video sprt gin atau video kreativ lain kan bagus dripda buat video mesumatau ngelem dll yg bau negativ bikin dosa dan maluin ortu dan diri sendiri
positif,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,,bagussss dandannya natural ga banyak permak kayak anak jaman now lainnya ,bagussss dandan natural ga banyak permak kayak anak jaman now lain
positif,Kereeeeennnn padahal nyanyinya santai banget ????????????,,kereeeeennnn padahal nyanyinya santai banget ,kereeeeennnn padahal nyanyi santai banget
positif,Polossss...keren....ga neko2 kayaknya...jossss,,polosssskerenga neko kayaknyajossss,polosssskerenga neko kayaknyajossss
positif,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,,yesssssss bagus bgt kids jaman now yg begini yg diksh jempolllll ,yesssssss bagus bgt kids jaman now yg begini yg diksh jempolllll
positif,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,,wajah anak skul bgt yaakk mase alami bgt suka liatnya lagu ma suara keren palg yg pake bando suaranya mantap ,wajah anak skul bgt yaakk mase alami bgt suka liat lagu ma suara keren palg yg pake bando suara mantap
positif,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,,keren suaranya dasarnya cantik tinggal di poles dikit bersinar,keren suara dasar cantik tinggal di poles dikit sinar
positif,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",,pembagian suaranya pas bngetpecah suaranya jg cakep,bagi suara pas bngetpecah suara jg cakep
positif,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,,keren bgt suaranyatinggal dipermak aja biar tmbh cantikviralkann,keren bgt suaranyatinggal permak aja biar tmbh cantikviralkann
positif,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa
positif,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",,yes yes yeskirain lypsinc habisnya mirip sih suaranyaeh pas duanya nyanyi bareng baru ngeh aslikereennn,yes yes yeskirain lypsinc habis mirip sih suaranyaeh pas dua nyanyi bareng baru ngeh aslikereennn
positif,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,,keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit muka bisa cemerlang
positif,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,,keren min orang yg berbakat kaya gini yg harus di up ke publik,keren min orang yg bakat kaya gin yg harus di up ke publik
positif,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,,kereeen bgt suaranya nah kyk gini dong kids jaman now,kereeen bgt suara nah kyk gin dong kids jaman now
positif,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,,mrinding bagus poll d jaga ya dek kepolosannya jng smpek kyk si aw dkk ,mrinding bagus poll d jaga ya dek polos jng smpek kyk si aw dkk
positif,"Kereenn sumpaah,, kebangetan bagusnya..??",,kereenn sumpaah kebangetan bagusnya,kereenn sumpaah banget bagus
positif,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,,ya ampun lakikny ganteng rini nya juga cantik mungil pula skrg,ya ampun lakikny ganteng rini nya juga cantik mungil pula skrg
positif,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",,suaminya swett keliatannya syg bgt ma istrinya ganteng lagi haaaaaaa so swett lah smg langgeng slluö,suami swett liat syg bgt ma istri ganteng lagi haaaaaaa so swett lah smg langgeng sllu
positif,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",,wah mbak rini hamil ya selamat ya mbak semoga kandungannya sehat aja juga mbak rininya makin bahagia di hamil yang pertama dan semoga lancar di proses persalinannya nanti ,wah mbak rini hamil ya selamat ya mbak moga kandung sehat aja juga mbak rini makin bahagia di hamil yang pertama dan moga lancar di proses salin nanti
positif,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",,kasian anaknya jgn sampek anaknya rusak jugak kek emaknya yaa,kasi anak jgn sampek anak rusak jugak kek emaknya yaa
positif,Kalo pasangan cantik + ganteng suka deh liatnya?,,kalo pasangan cantik ganteng suka deh liatnya,kalo pasang cantik ganteng suka deh liat
positif,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",,wah akhirnya hamil lagi juga selamat ya mbak sandra semoga kehamilannya makin sehat saja makin fit dan semoga lancar di prosesi persalinannya nanti wah udah jadi calon ibu nih,wah akhir hamil lagi juga selamat ya mbak sandra moga hamil makin sehat saja makin fit dan moga lancar di prosesi salin nanti wah udah jadi calon ibu nih
positif,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,,ikutan happysukakkk bgt sm nih couplesalah satu pasangan sempurna menurut gw,ikut happysukakkk bgt sm nih couplesalah satu pasang sempurna turut gw
positif,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",,pernah lihat di infotainment sebelum nikah wkt ditanya persiapannya jelang pernikahan sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah krn mereka suka anak kecil bahkan mereka sdh prepare program yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak but finallycongratssemoga lancar dan sehat trs sampe lahiran ,pernah lihat di infotainment belum nikah wkt tanya siap jelang nikah sandra dewi bilang klo dia sama calon suami ken banget cepat punya anak nanti hbs meni krn mereka suka anak kecil bahkan mereka sdh prepare program yg akan mereka laku klo dlm wkt dekat blm kasih anak but finallycongratssemoga lancar dan sehat trs sampe lahir
positif,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,,keluarga terhumble tersempurna tersederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ,keluarga terhumble sempurna sederhana dan engga pernah sok lihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain
positif,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",,bunda maia cantik semoga slalu sukses sehat trs ya cantik wajahnya secantik hatinya,bunda maia cantik moga slalu sukses sehat trs ya cantik wajah cantik hati
positif,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",,artis yg gue kaguminn nikah muda ga neko syg keluarga syg suami mengutamakan anak ga puyeng ama dunia hiburan dan ke artisann padahal tajirrr mampuss plus ga alayy dan ga aneh salutt ama niaa smiga slalu samawa yaa nia and famzz,artis yg gue kaguminn nikah muda ga neko syg keluarga syg suami utama anak ga puyeng ama dunia hibur dan ke artisann padahal tajirrr mampuss plus ga alayy dan ga aneh salutt ama niaa smiga slalu samawa yaa nia and famzz
positif," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",, username iya aku sih jujur bukan fans nia biasa aja sama dia pas dia tenar banget sama sinteronnya juga aku biasa aja tapi makin ke sini kalau soal urusan keluarga aku salut ama dia dia kan masih muda ya itungannya sama aku cuma beda t,username iya aku sih jujur bukan fans nia biasa aja sama dia pas dia tenar banget sama sinteronnya juga aku biasa aja tapi makin ke sini kalau soal urus keluarga aku salut ama dia dia kan masih muda ya itungannya sama aku cuma beda t
positif,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,,smnjk hbs nikah auranya keluarr bgt suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss sukak deh liatnya,smnjk hbs nikah aura keluarr bgt suami jg kliatan syg dan nia nya kliatan baik gt tulusss sukak deh liat
positif,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,,mngkin s mba nya marah krna ad kata yg ga enk dr yg komenwajar lah kl dia marahtoh it kan cuma foto biasa aj ko jadi malah mba nya yg d bullysampe bawa fisik sgala kan ga bgus pinter lah kita mnyikapi medsos ,mngkin s mba nya marah krna ad kata yg ga enk dr yg komenwajar lah kl dia marahtoh it kan cuma foto biasa aj ko jadi malah mba nya yg d bullysampe bawa fisik sgala kan ga bgus pinter lah kita mnyikapi medsos
positif,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,,cantik banget yak punya anak cewe begini puyeng kali yak jagain nya ,cantik banget yak punya anak cewe begini puyeng kali yak jagain nya
positif," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",, username iya betul mba ariel gak ganteng tapi ariel punya kharisma yg menarik udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar buktinya mama dan tante saya makin tergila sama ariel dan sa,username iya betul mba ariel gak ganteng tapi ariel punya kharisma yg tarik udah tua pun skrang agak keriput wajah ttp aja kharisma nya bagai lelaki liat lebih pancar bukti mama dan tante saya makin gila sama ariel dan sa
positif,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",,jadi manusia saling menghargailah kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain ya sebaiknya tidak usah tulis pergunakan sosmed dengan smart ya guys,jadi manusia saling harga kalo tulis yg tulis itu tidak guna bahkan sakit hati orang lain ya baik tidak usah tulis guna sosmed dengan smart ya guys
positif,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,,entah kenapa kalo liat username bergaya apapun ttp kliatan bagus suka sama lgu nya sukses trus kak,entah kenapa kalo liat username gaya apa ttp kliatan bagus suka sama lgu nya sukses trus kak
positif,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,,banyak bangat emasnyajadi salpok diemasnyatp sumpah lagunya dan music nya keren bngatapalagi konsep mv nya ia ambil handelkan keren menurut sayakalo denada taro kutang diluar itu krn masih minim perestasitp kalo agnes itu hal wajarprestasi dan dunia fashion kalo artis indonesia ia selalu unggulkrn ia berani meski gak cocok ia pake,banyak bangat emasnyajadi salpok diemasnyatp sumpah lagu dan music nya keren bngatapalagi konsep mv nya ia ambil handelkan keren turut sayakalo denada taro kutang luar itu krn masih minim perestasitp kalo agnes itu hal wajarprestasi dan dunia fashion kalo artis indonesia ia selalu unggulkrn ia berani meski gak cocok ia pake
positif,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",,coba deh yang pada kritik itu bikin karya sendiri siapa tau lebih bagus dari yang mereka kritik,coba deh yang pada kritik itu bikin karya sendiri siapa tau lebih bagus dari yang mereka kritik
positif,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",,pada protes kenapa sihyang protes itu coba usaha dehjangan kira usaha dia pendek yabutuh waktu lama dia agar bisa go internationaljangan cuma protesklau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international,pada protes kenapa sihyang protes itu coba usaha dehjangan kira usaha dia pendek yabutuh waktu lama dia agar bisa go internationaljangan cuma protesklau ken yang kalian ingin ya kaliam sendiri dengan cara sendiri agar kalian bisa go international
positif,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",,keren ga suka ma agnes tp suka ma lagu ini n jd suka jg ma y nyanyi santai lagunya tp asyik,keren ga suka ma agnes tp suka ma lagu ini n jd suka jg ma y nyanyi santai lagu tp asyik
positif,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",,bandingin lagu go internasional yang paling ngena di gue ini seru enak didenger tapi tumben agnes gak memberikan bumbu nya kaya ada batik gtu atau apa,bandingin lagu go internasional yang paling ngena di gue ini seru enak didenger tapi tumben agnes gak beri bumbu nya kaya ada batik gtu atau apa
positif,"Nah ini baru keren, daripada mba mba superman wkwkwk",,nah ini baru keren daripada mba mba superman wkwkwk,nah ini baru keren daripada mba mba superman wkwkwk
positif,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",,sumpah gua suka bgt sama lagu dia yg ini asik bgt di dengernyaa,sumpah gua suka bgt sama lagu dia yg ini asik bgt di dengernyaa
positif,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,,enak banget mak lagu dialbumnya paling suka yg inih sm beautiful mistake,enak banget mak lagu album paling suka yg inih sm beautiful mistake
positif,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,,mantap gw suka bngt ama agneskarena dy artis yg bertalenta dan ke kayaan dy ga pernah dipamer ky artis ygblaingw suka dy ga pernah pamerkeren bngt,mantap gw suka bngt ama agneskarena dy artis yg talenta dan ke kaya dy ga pernah pamer ky artis ygblaingw suka dy ga pernah pamerkeren bngt
positif,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,,enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nyaa apa lagi lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa
positif,"Asik bgts dancenya,apa lg lagunya mancappppp",,asik bgts dancenyaapa lg lagunya mancappppp,asik bgts dancenyaapa lg lagu mancappppp
positif,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,,ganteng banget meski aura kenceng banget diragukansemoga langgeng mami,ganteng banget meski aura kenceng banget diragukansemoga langgeng mami
positif,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>",,mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa username,mami depe cantik banget awet muda ngga kalah sm nyanyi datang baru moga samawa username
positif,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,,ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami,ganteng yesss mami cuco deh sama babang moga langgeng ya unchhh lope mami
positif,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,,mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya keren moga makin langgeng
positif,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,,soal pasangan hidup ijk salut sih sama mami depe ga matre n neko yg penting single n cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg,soal pasang hidup ijk salut sih sama mami depe ga matre n neko yg penting single n cocok doi mau ajak rit ga kyk tetangga sblh saking matrenya suami org di embat jg
positif,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia tani dunia akhirat amin good luck dewi persil sehat slalu dlm karya
positif,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,,muantepp gantengselamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem,muantepp gantengselamat tempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem
positif,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",,mb depe langgeng yo karo masnymb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktnypgn bgt ktmu mb depe ibuku kami dijambi mb,mb depe langgeng yo karo masnymb ibu ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktnypgn bgt ktmu mb depe ibu kami dijambi mb
positif,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,,jangan di dengar kata yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan di dengar kata yg sakit hati lebih baik tenang jalanin aja dengan pilih andah sendiri bahagia itu biasa ada di kata hati maju trus dan sukses sama pasang mu
positif,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",,cakepganteng pacarnya dewi persikudah ini aja jgn ganti lg yaa dewi,cakepganteng pacar dewi persikudah ini aja jgn ganti lg yaa dewi
positif,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",,beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen ,untung bella orang jadi fokus ama komen laki coba kalo ngga pasti model baju yang diceramahin ama netizen
positif,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,,beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya,begini pasang suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu umbar tp jaga yg suka umbar mesra iti banyak tutup nyata yg benar
positif,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",,naksir ama ceweknya kyanya lembut banget kya bolu ,naksir ama cewek kyanya lembut banget kya bolu
positif,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,,cewex luar biasa cntik cowox mmmmhh hehe,cewex luar biasa cntik cowox mmmmhh hehe
positif,"Cewenya cantikk, the power of tajir ??",,cewenya cantikk the power of tajir ,cewenya cantikk the power of tajir
positif,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??,,alhamdulillah lebih ganteng babang emran ya username ,alhamdulillah lebih ganteng babang emran ya username
positif,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",,alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech,alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
positif,Cantik manis cewe nya .. cocok ajalah,,cantik manis cewe nya cocok ajalah,cantik manis cewe nya cocok aja
positif,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",,cewenya manis cakepan yg skrg dr yg kmrn ga jd,cewenya manis cakep yg skrg dr yg kmrn ga jd
positif,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,,yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho,yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho
positif,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,,semoga betul klo sma yg ini mhklo bella mh udah dapet yg amat sangat pas lah,moga betul klo sma yg ini mhklo bella mh udah dapet yg amat sangat pas lah
positif,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",,semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu ,moga ga putus lagi ya ka bella udah bahagia banget tuh ga malu
positif,Yaampun cantiikk bangett aslii! Angguunn ??,,yaampun cantiikk bangett aslii angguunn ,yaampun cantiikk bangett asli angguunn
positif, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,, username euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe,username euum tuju sekaliii emang cantik ini dari pada yang belum lebih wow baik pelihara hehe
positif,"Cantiik, senyumnya mirip Maudy Kusnaedi",,cantiik senyumnya mirip maudy kusnaedi,cantiik senyum mirip maudy kusnaedi
positif,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",,dari kisah jevin radhini rini gue jd belajar hal kalau memang jodohmu maka akan ada saja jalannya gue kebetulan ngikutin dr awal gue nonton pas live the remix jevin ngomong itu pacar saya nonton sambil nunjuk radhini gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final keliatan jevin ini anaknya gentle tulus dan penyayang tapi allah maha pembolakbalik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunangan mei jevin rini nikah allah works in many ways allahs plan is better than our plan jevin yg dulunya berfikiran akan nikah umur siapa sangka di umur dan dlm waktu pcrn baru bulan udah yakin ngajakin anak orang nikah ah happy wedding soundwave bahagia selalu,dari kisah jevin radhini rini gue jd ajar hal kalau memang jodoh maka akan ada saja jalan gue betul ngikutin dr awal gue nonton pas live the remix jevin ngomong itu pacar saya nonton sambil nunjuk radhini gue jg nntn pas jevin luk radhini erat bgt di backstage stlh lolos ke final liat jevin ini anak gentle tulus dan sayang tapi allah maha pembolakbalik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunang mei jevin rini nikah allah works in many ways allahs plan is better than our plan jevin yg dulunya berfikiran akan nikah umur siapa sangka di umur dan dlm waktu pcrn baru bulan udah yakin ngajakin anak orang nikah ah happy wedding soundwave bahagia selalu
